cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf
30,0.0024,-0.0001,100.0,518.67,641.85,1578.57,1403.12,14.62,21.61,554.13,2388.02,9073.59,1.3,47.14,522.55,2388.04,8145.23,8.4169,0.03,391,2388,100.0,38.84,23.3659,126
141,-0.0002,-0.0004,100.0,518.67,642.33,1597.69,1412.01,14.62,21.61,553.02,2388.18,9048.01,1.3,47.66,520.33,2388.13,8118.53,8.4427,0.03,394,2388,100.0,38.65,23.237,72
123,-0.0013,-0.0002,100.0,518.67,642.56,1597.71,1398.36,14.62,21.61,553.52,2387.98,9082.43,1.3,47.41,522.51,2387.98,8160.55,8.3994,0.03,394,2388,100.0,38.93,23.4026,78
172,0.0017,0.0003,100.0,518.67,642.86,1596.64,1416.84,14.62,21.61,552.62,2388.11,9116.61,1.3,47.97,520.79,2388.09,8183.32,8.4869,0.03,393,2388,100.0,38.78,23.2697,27
171,-0.0005,0.0004,100.0,518.67,642.99,1592.53,1403.44,14.62,21.61,552.96,2388.01,9096.11,1.3,47.46,521.87,2388.08,8178.24,8.4421,0.03,394,2388,100.0,38.81,23.2065,60
117,0.0004,-0.0001,100.0,518.67,642.64,1580.11,1401.32,14.62,21.61,553.79,2388.02,9065.67,1.3,47.35,521.38,2388.04,8141.31,8.3948,0.03,391,2388,100.0,38.91,23.3781,77
90,-0.0001,-0.0001,100.0,518.67,642.43,1585.06,1397.98,14.62,21.61,554.69,2388.01,9049.58,1.3,47.46,521.84,2388.08,8133.88,8.4052,0.03,393,2388,100.0,39.18,23.5008,117
180,-0.0005,0.0005,100.0,518.67,642.84,1575.45,1407.29,14.62,21.61,553.58,2388.04,9065.22,1.3,47.47,522.16,2388.11,8138.34,8.4647,0.03,394,2388,100.0,38.91,23.4037,161
21,-0.0023,0.0004,100.0,518.67,641.93,1580.07,1398.66,14.62,21.61,554.15,2388.03,9064.54,1.3,47.18,522.21,2388.03,8147.33,8.3984,0.03,392,2388,100.0,39.07,23.4726,210
9,0.0028,0.0004,100.0,518.67,642.76,1589.31,1416.61,14.62,21.61,553.56,2388.1,9053.53,1.3,47.54,521.28,2388.1,8136.5,8.4141,0.03,393,2388,100.0,38.61,23.2479,154
43,0.0007,0.0003,100.0,518.67,642.41,1586.5,1407.63,14.62,21.61,553.37,2388.17,9049.53,1.3,47.56,521.66,2388.08,8127.64,8.3887,0.03,392,2388,100.0,38.88,23.3528,172
92,0.001,-0.0003,100.0,518.67,642.56,1580.68,1403.9,14.62,21.61,553.44,2388.1,9054.66,1.3,47.43,521.86,2388.04,8138.09,8.4253,0.03,393,2388,100.0,38.87,23.3287,93
105,0.0028,0.0001,100.0,518.67,642.61,1585.86,1405.79,14.62,21.61,553.22,2388.1,9049.57,1.3,47.7,521.13,2388.11,8133.57,8.4365,0.03,392,2388,100.0,38.82,23.2432,125
170,-0.0038,-0.0002,100.0,518.67,642.29,1582.07,1405.88,14.62,21.61,554.05,2388.05,9061.58,1.3,47.42,521.81,2388.09,8136.06,8.4019,0.03,394,2388,100.0,38.82,23.3343,192
100,0.0023,-0.0002,100.0,518.67,641.5,1586.11,1401.7,14.62,21.61,554.16,2388.03,9057.73,1.3,47.19,522.13,2388.02,8148.96,8.4152,0.03,393,2388,100.0,38.83,23.3757,131
35,-0.0007,-0.0004,100.0,518.67,642.71,1591.51,1405.42,14.62,21.61,554.22,2388.09,9050.64,1.3,47.41,521.66,2388.11,8128.38,8.4237,0.03,393,2388,100.0,38.9,23.364,158
164,-0.0042,0.0001,100.0,518.67,642.65,1581.52,1400.81,14.62,21.61,554.41,2388.06,9052.02,1.3,47.48,521.8,2388.06,8132.89,8.4274,0.03,391,2388,100.0,39.09,23.375,172
130,0.0001,0.0001,100.0,518.67,642.42,1590.42,1427.28,14.62,21.61,552.5,2388.15,9045.59,1.3,47.8,520.5,2388.17,8125.55,8.4619,0.03,395,2388,100.0,38.4,23.2302,40
58,-0.0052,-0.0004,100.0,518.67,642.83,1585.97,1414.39,14.62,21.61,553.0,2388.16,9040.97,1.3,47.61,521.14,2388.14,8124.15,8.4269,0.03,393,2388,100.0,38.9,23.1848,130
50,-0.0002,-0.0003,100.0,518.67,643.01,1590.56,1409.42,14.62,21.61,553.36,2388.13,9054.25,1.3,47.42,521.54,2388.16,8127.59,8.4365,0.03,394,2388,100.0,38.82,23.2742,208
84,0.001,-0.0006,100.0,518.67,642.24,1580.32,1394.62,14.62,21.61,554.11,2388.04,9074.75,1.3,47.3,522.08,2388.03,8146.97,8.4341,0.03,392,2388,100.0,38.87,23.4319,72
94,0.003,-0.0003,100.0,518.67,642.06,1582.08,1393.72,14.62,21.61,554.45,2387.99,9057.54,1.3,47.38,522.49,2387.99,8139.96,8.4245,0.03,391,2388,100.0,39.16,23.3878,128
126,0.0001,-0.0004,100.0,518.67,642.45,1593.46,1399.84,14.62,21.61,553.71,2388.0,9062.29,1.3,47.43,522.72,2388.09,8143.35,8.4343,0.03,392,2388,100.0,38.93,23.3004,68
214,-0.0021,-0.0002,100.0,518.67,643.4,1599.62,1427.82,14.62,21.61,552.02,2388.14,9109.36,1.3,47.89,519.95,2388.16,8179.78,8.4933,0.03,394,2388,100.0,38.41,22.9937,8
165,0.0011,0.0002,100.0,518.67,642.63,1595.56,1417.79,14.62,21.61,553.23,2388.02,9081.83,1.3,47.55,521.29,2388.14,8152.71,8.4393,0.03,394,2388,100.0,38.8,23.307,49
202,0.0021,0.0003,100.0,518.67,642.11,1587.1,1404.18,14.62,21.61,553.14,2388.05,9087.2,1.3,47.29,521.24,2388.12,8167.97,8.4543,0.03,393,2388,100.0,38.74,23.287,74
46,0.0038,-0.0003,100.0,518.67,642.89,1581.0,1399.87,14.62,21.61,553.56,2388.07,9056.85,1.3,47.36,521.54,2388.06,8134.95,8.4595,0.03,393,2388,100.0,38.89,23.3055,91
149,0.0016,-0.0002,100.0,518.67,643.57,1604.98,1421.34,14.62,21.61,551.76,2388.32,9044.55,1.3,48.0,519.3,2388.3,8123.56,8.5168,0.03,397,2388,100.0,38.43,23.1173,9
76,0.0009,0.0003,100.0,518.67,642.26,1588.11,1401.24,14.62,21.61,553.99,2387.98,9062.54,1.3,47.29,522.92,2388.03,8148.28,8.384,0.03,391,2388,100.0,38.99,23.3181,181
9,-0.0025,-0.0,100.0,518.67,642.71,1572.98,1400.44,14.62,21.61,553.78,2388.11,9048.7,1.3,47.46,521.76,2388.11,8131.83,8.4011,0.03,392,2388,100.0,38.87,23.2853,163
225,-0.0016,0.0001,100.0,518.67,643.87,1598.18,1430.13,14.62,21.61,552.29,2388.11,9198.81,1.3,47.78,520.47,2388.15,8266.63,8.4576,0.03,395,2388,100.0,38.36,23.2052,6
51,-0.003,0.0004,100.0,518.67,642.49,1587.64,1403.08,14.62,21.61,554.32,2387.98,9049.21,1.3,47.16,521.86,2388.01,8138.28,8.4113,0.03,393,2388,100.0,39.12,23.3379,183
149,-0.0026,0.0002,100.0,518.67,642.6,1590.77,1413.57,14.62,21.61,553.62,2388.11,9090.3,1.3,47.61,521.27,2388.09,8165.41,8.4919,0.03,394,2388,100.0,38.66,23.2175,50
30,-0.0051,0.0001,100.0,518.67,642.19,1592.99,1390.35,14.62,21.61,553.93,2388.06,9039.8,1.3,47.28,521.74,2388.07,8133.16,8.434,0.03,393,2388,100.0,38.95,23.2258,107
133,-0.0016,-0.0002,100.0,518.67,643.35,1593.74,1411.83,14.62,21.61,552.81,2388.17,9041.91,1.3,47.74,520.57,2388.18,8119.52,8.4631,0.03,396,2388,100.0,38.68,23.2144,80
167,-0.0006,0.0003,100.0,518.67,643.05,1599.2,1415.55,14.62,21.61,552.5,2388.23,9057.43,1.3,47.89,520.11,2388.16,8133.42,8.4811,0.03,395,2388,100.0,38.51,23.1939,42
43,-0.0003,-0.0003,100.0,518.67,642.08,1595.6,1396.66,14.62,21.61,553.92,2388.09,9052.01,1.3,47.43,521.86,2388.12,8137.68,8.4607,0.03,394,2388,100.0,38.96,23.4068,129
144,0.0011,-0.0005,100.0,518.67,643.43,1596.34,1424.61,14.62,21.61,552.38,2388.19,9056.34,1.3,47.77,520.47,2388.18,8129.24,8.429,0.03,394,2388,100.0,38.69,23.2532,34
180,0.005,0.0004,100.0,518.67,643.35,1596.28,1422.79,14.62,21.61,551.81,2388.25,9073.91,1.3,48.17,520.21,2388.19,8147.66,8.5092,0.03,396,2388,100.0,38.57,23.2195,22
25,0.002,-0.0002,100.0,518.67,642.83,1589.49,1405.08,14.62,21.61,553.13,2388.15,9058.23,1.3,47.3,521.35,2388.12,8132.6,8.4173,0.03,392,2388,100.0,38.83,23.2847,250
4,0.0042,-0.0002,100.0,518.67,642.07,1586.55,1394.42,14.62,21.61,554.35,2388.06,9059.34,1.3,47.33,522.65,2387.98,8146.69,8.4033,0.03,393,2388,100.0,38.93,23.4337,272
168,0.0015,-0.0001,100.0,518.67,642.15,1587.05,1404.56,14.62,21.61,553.39,2388.05,9054.61,1.3,47.39,521.48,2388.12,8143.78,8.4207,0.03,395,2388,100.0,38.85,23.3879,66
80,0.0018,-0.0002,100.0,518.67,642.75,1592.43,1402.17,14.62,21.61,553.97,2388.13,9047.35,1.3,47.36,521.53,2388.14,8128.78,8.4222,0.03,394,2388,100.0,38.88,23.1531,57
143,0.0024,0.0003,100.0,518.67,642.84,1598.36,1422.59,14.62,21.61,552.88,2388.14,9112.81,1.3,47.9,521.08,2388.11,8178.82,8.5333,0.03,397,2388,100.0,38.47,23.2542,20
118,0.0011,-0.0003,100.0,518.67,643.7,1585.24,1415.05,14.62,21.61,552.76,2388.18,9050.59,1.3,47.78,521.02,2388.19,8126.15,8.4605,0.03,395,2388,100.0,38.91,23.2145,52
110,0.0013,-0.0004,100.0,518.67,642.46,1582.91,1405.19,14.62,21.61,554.41,2387.95,9066.11,1.3,47.27,522.27,2388.04,8144.87,8.4525,0.03,392,2388,100.0,38.78,23.3485,173
52,-0.0008,-0.0002,100.0,518.67,642.86,1592.59,1404.88,14.62,21.6,553.17,2388.03,9063.27,1.3,47.59,521.31,2388.09,8137.45,8.4518,0.03,391,2388,100.0,38.98,23.288,104
10,0.0025,-0.0005,100.0,518.67,642.73,1585.04,1397.76,14.62,21.61,553.64,2388.09,9054.98,1.3,47.48,521.9,2388.12,8131.19,8.4414,0.03,392,2388,100.0,38.89,23.4045,224
37,-0.0011,0.0001,100.0,518.67,642.04,1585.52,1394.71,14.62,21.61,554.97,2387.96,9068.05,1.3,47.06,522.39,2388.06,8154.54,8.397,0.03,392,2388,100.0,39.0,23.4577,232
61,0.0007,0.0004,100.0,518.67,642.25,1585.11,1397.99,14.62,21.61,554.26,2388.01,9059.35,1.3,47.44,522.07,2388.04,8143.41,8.3813,0.03,393,2388,100.0,38.7,23.3242,94
253,-0.0033,-0.0,100.0,518.67,642.76,1590.05,1417.94,14.62,21.61,553.07,2388.09,9076.51,1.3,47.61,521.42,2388.13,8155.27,8.4282,0.03,393,2388,100.0,38.77,23.3309,88
92,0.002,-0.0001,100.0,518.67,642.38,1585.62,1394.79,14.62,21.61,554.16,2388.04,9057.93,1.3,47.16,522.25,2388.06,8138.23,8.4269,0.03,393,2388,100.0,38.91,23.2869,110
74,0.0017,-0.0004,100.0,518.67,642.13,1579.33,1402.04,14.62,21.6,554.93,2388.03,9071.25,1.3,47.13,521.69,2388.02,8133.34,8.4216,0.03,392,2388,100.0,38.92,23.422,183
176,0.003,-0.0003,100.0,518.67,643.13,1594.82,1420.87,14.62,21.61,552.03,2388.25,9056.14,1.3,48.0,520.56,2388.21,8133.02,8.4569,0.03,394,2388,100.0,38.67,23.0812,18
115,-0.0,-0.0001,100.0,518.67,642.73,1592.16,1412.45,14.62,21.61,553.3,2388.08,9060.14,1.3,47.5,521.76,2388.1,8140.81,8.4493,0.03,394,2388,100.0,38.73,23.2474,119
123,0.0017,0.0003,100.0,518.67,643.11,1586.78,1415.01,14.62,21.61,552.23,2388.17,9054.96,1.3,47.89,520.94,2388.14,8133.34,8.4703,0.03,394,2388,100.0,38.67,23.2559,24
168,0.0014,0.0004,100.0,518.67,643.16,1589.45,1420.61,14.62,21.61,552.12,2388.2,9038.62,1.3,47.74,520.51,2388.2,8118.46,8.4817,0.03,393,2388,100.0,38.85,23.2189,61
175,-0.0011,-0.0003,100.0,518.67,643.78,1597.02,1428.38,14.62,21.61,550.54,2388.28,9047.37,1.3,48.2,519.65,2388.29,8124.33,8.5168,0.03,397,2388,100.0,38.52,23.0501,3
67,-0.0034,-0.0001,100.0,518.67,642.87,1593.64,1413.48,14.62,21.61,553.44,2388.1,9044.09,1.3,47.43,521.39,2388.1,8135.19,8.4042,0.03,394,2388,100.0,38.85,23.2758,132
56,0.0028,-0.0002,100.0,518.67,641.97,1587.21,1397.7,14.62,21.6,554.68,2388.0,9057.06,1.3,47.09,522.47,2387.97,8142.05,8.4031,0.03,391,2388,100.0,38.84,23.4089,175
152,0.0033,-0.0002,100.0,518.67,642.91,1593.76,1407.4,14.62,21.61,553.82,2388.09,9084.84,1.3,47.58,521.3,2388.09,8156.39,8.4383,0.03,393,2388,100.0,38.84,23.3251,64
177,-0.0067,0.0002,100.0,518.67,642.93,1590.22,1404.51,14.62,21.61,554.13,2388.11,9073.87,1.3,47.44,521.71,2388.09,8141.83,8.3935,0.03,393,2388,100.0,38.83,23.4259,185
86,-0.0003,0.0002,100.0,518.67,642.49,1588.2,1397.12,14.62,21.6,554.5,2388.02,9061.62,1.3,47.23,522.49,2388.01,8146.45,8.38,0.03,392,2388,100.0,38.93,23.5193,128
84,-0.0004,-0.0004,100.0,518.67,643.15,1590.61,1405.25,14.62,21.61,553.04,2388.01,9056.96,1.3,47.54,521.4,2388.08,8139.33,8.4208,0.03,392,2388,100.0,38.7,23.3204,79
56,-0.0001,-0.0002,100.0,518.67,642.73,1586.08,1403.97,14.62,21.61,554.47,2388.07,9057.83,1.3,47.14,522.08,2388.02,8136.63,8.4042,0.03,394,2388,100.0,39.1,23.4319,123
132,-0.0017,-0.0005,100.0,518.67,643.12,1602.61,1415.18,14.62,21.61,552.5,2388.2,9048.98,1.3,47.76,520.19,2388.14,8129.19,8.4651,0.03,394,2388,100.0,38.61,23.1579,15
86,-0.0011,-0.0004,100.0,518.67,642.95,1597.2,1411.47,14.62,21.61,553.6,2388.08,9057.25,1.3,47.31,521.94,2388.09,8136.97,8.3863,0.03,394,2388,100.0,38.94,23.3206,77
74,-0.0031,0.0001,100.0,518.67,641.79,1587.15,1397.83,14.62,21.61,554.98,2388.0,9048.75,1.3,47.14,522.34,2388.02,8141.35,8.3826,0.03,391,2388,100.0,38.98,23.389,157
14,0.001,-0.0005,100.0,518.67,643.21,1590.1,1403.15,14.62,21.61,553.27,2388.11,9049.95,1.3,47.58,521.33,2388.14,8123.11,8.418,0.03,394,2388,100.0,38.7,23.2526,144
92,0.0003,-0.0004,100.0,518.67,643.05,1598.85,1414.03,14.62,21.61,552.79,2388.08,9066.91,1.3,47.37,521.73,2388.04,8144.24,8.4679,0.03,394,2388,100.0,39.0,23.2359,71
39,-0.0002,-0.0003,100.0,518.67,642.14,1581.05,1406.06,14.62,21.61,553.06,2388.08,9057.41,1.3,47.56,521.81,2388.09,8133.67,8.4111,0.03,393,2388,100.0,38.76,23.3571,150
137,0.0014,-0.0,100.0,518.67,643.39,1602.76,1434.81,14.62,21.61,551.64,2388.17,9106.12,1.3,48.16,519.6,2388.25,8173.73,8.5312,0.03,396,2388,100.0,38.49,23.1398,0
158,0.0029,0.0003,100.0,518.67,642.63,1591.16,1403.7,14.62,21.61,553.04,2388.13,9069.72,1.3,47.66,521.37,2388.04,8148.66,8.4363,0.03,394,2388,100.0,38.8,23.2676,41
170,-0.0015,-0.0003,100.0,518.67,643.35,1606.1,1428.52,14.62,21.61,553.34,2388.12,9159.3,1.3,48.14,520.62,2388.13,8230.71,8.4758,0.03,395,2388,100.0,38.48,23.1829,9
5,0.0026,-0.0003,100.0,518.67,642.46,1587.35,1403.18,14.62,21.61,554.28,2388.05,9051.83,1.3,47.22,521.92,2388.08,8135.34,8.3952,0.03,393,2388,100.0,39.0,23.4582,331
30,0.0004,-0.0003,100.0,518.67,642.01,1582.15,1400.58,14.62,21.61,553.93,2388.0,9045.93,1.3,47.33,522.85,2388.03,8132.18,8.4034,0.03,390,2388,100.0,38.89,23.5179,210
52,-0.0026,0.0003,100.0,518.67,642.23,1593.77,1406.91,14.62,21.61,553.15,2388.17,9042.61,1.3,47.52,521.73,2388.1,8125.65,8.4623,0.03,395,2388,100.0,38.85,23.3469,161
147,-0.0007,0.0005,100.0,518.67,642.63,1587.11,1400.17,14.62,21.61,553.61,2388.1,9062.11,1.3,47.49,521.81,2388.06,8143.02,8.4295,0.03,392,2388,100.0,38.88,23.367,109
142,0.0062,0.0002,100.0,518.67,643.59,1597.32,1419.68,14.62,21.61,552.4,2388.2,9069.51,1.3,47.88,520.39,2388.17,8139.2,8.4901,0.03,393,2388,100.0,38.69,23.2351,14
76,0.0018,-0.0002,100.0,518.67,643.01,1593.29,1414.12,14.62,21.61,552.81,2388.17,9059.05,1.3,47.53,521.18,2388.13,8135.69,8.4501,0.03,395,2388,100.0,38.65,23.2404,126
104,-0.0001,-0.0,100.0,518.67,642.85,1594.16,1406.87,14.62,21.61,553.65,2388.11,9041.86,1.3,47.61,521.46,2388.1,8125.86,8.4353,0.03,394,2388,100.0,38.89,23.3884,66
5,0.0024,0.0003,100.0,518.67,642.08,1587.52,1388.02,14.62,21.61,553.9,2387.99,9062.93,1.3,47.25,522.14,2388.02,8147.25,8.4024,0.03,391,2388,100.0,39.05,23.4072,208
83,-0.0018,0.0006,100.0,518.67,642.78,1597.1,1411.81,14.62,21.61,554.64,2388.09,9058.95,1.3,47.52,521.57,2388.07,8142.37,8.4305,0.03,392,2388,100.0,38.78,23.4206,112
160,0.0007,0.0005,100.0,518.67,643.18,1601.61,1415.26,14.62,21.61,551.86,2388.14,9069.04,1.3,47.64,520.49,2388.16,8146.21,8.5108,0.03,394,2388,100.0,38.61,23.088,42
57,0.0018,0.0004,100.0,518.67,641.99,1582.94,1397.54,14.62,21.61,554.48,2387.99,9055.4,1.3,47.09,522.19,2387.99,8142.37,8.416,0.03,393,2388,100.0,39.0,23.4097,142
77,-0.0011,0.0002,100.0,518.67,643.13,1592.05,1402.18,14.62,21.61,554.5,2388.05,9053.78,1.3,47.29,521.56,2387.97,8139.26,8.4399,0.03,392,2388,100.0,39.05,23.4276,154
162,0.002,-0.0003,100.0,518.67,642.53,1594.16,1413.89,14.62,21.61,553.31,2388.11,9077.59,1.3,47.7,520.81,2388.13,8158.69,8.4446,0.03,394,2388,100.0,38.74,23.2595,46
159,-0.0005,0.0002,100.0,518.67,642.4,1593.71,1412.32,14.62,21.61,553.58,2388.05,9056.01,1.3,47.45,521.54,2388.11,8139.07,8.4482,0.03,396,2388,100.0,38.91,23.3147,72
93,-0.0009,0.0004,100.0,518.67,642.06,1588.15,1411.74,14.62,21.61,553.38,2388.08,9056.18,1.3,47.43,521.82,2388.05,8141.8,8.4368,0.03,392,2388,100.0,38.69,23.3308,190
146,-0.0022,0.0003,100.0,518.67,642.63,1598.11,1410.4,14.62,21.61,552.51,2388.18,9059.44,1.3,47.61,521.16,2388.09,8136.68,8.4274,0.03,393,2388,100.0,38.84,23.3332,112
50,-0.0011,0.0001,100.0,518.67,643.35,1590.34,1408.79,14.62,21.61,553.51,2388.12,9064.85,1.3,47.47,521.8,2388.05,8140.77,8.4051,0.03,390,2388,100.0,38.89,23.2832,263
309,-0.0029,0.0004,100.0,518.67,642.95,1602.0,1420.04,14.62,21.61,551.69,2388.19,9112.75,1.3,47.89,520.84,2388.08,8177.66,8.4896,0.03,395,2388,100.0,38.66,23.0973,32
181,0.0034,0.0002,100.0,518.67,643.64,1595.3,1419.93,14.62,21.61,552.03,2388.1,9115.11,1.3,47.99,520.52,2388.17,8183.51,8.5251,0.03,397,2388,100.0,38.68,23.1598,18
195,0.0058,0.0002,100.0,518.67,643.19,1599.61,1422.83,14.62,21.61,553.11,2388.12,9101.84,1.3,47.77,520.73,2388.06,8165.6,8.4709,0.03,393,2388,100.0,38.77,23.0628,19
46,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,146
159,-0.0027,0.0002,100.0,518.67,642.04,1594.64,1402.42,14.62,21.61,553.54,2388.06,9068.46,1.3,47.67,521.76,2388.09,8144.87,8.4454,0.03,390,2388,100.0,38.91,23.2458,154
40,0.0029,0.0004,100.0,518.67,642.36,1589.44,1402.93,14.62,21.61,554.96,2388.05,9047.15,1.3,47.3,522.4,2388.04,8133.63,8.422,0.03,393,2388,100.0,39.03,23.3918,177
65,-0.0012,0.0002,100.0,518.67,642.03,1587.47,1397.3,14.62,21.61,553.17,2388.01,9062.41,1.3,47.3,522.0,2388.07,8142.82,8.3904,0.03,393,2388,100.0,39.12,23.4441,151
172,0.003,-0.0001,100.0,518.67,642.34,1596.86,1413.26,14.62,21.61,552.98,2388.2,9042.16,1.3,47.79,520.55,2388.21,8119.34,8.4592,0.03,393,2388,100.0,38.8,23.2441,41
115,0.0004,0.0004,100.0,518.67,641.71,1591.35,1406.5,14.62,21.61,554.13,2388.04,9078.32,1.3,47.44,522.02,2388.05,8152.87,8.4052,0.03,392,2388,100.0,38.99,23.2573,80
169,0.0012,-0.0,100.0,518.67,643.01,1603.56,1417.6,14.62,21.61,552.24,2388.24,9030.73,1.3,48.04,520.65,2388.24,8119.41,8.4541,0.03,396,2388,100.0,38.42,23.0518,44
84,-0.003,-0.0003,100.0,518.67,642.86,1585.56,1406.1,14.62,21.61,553.04,2388.1,9055.53,1.3,47.49,521.37,2388.13,8135.58,8.4579,0.03,393,2388,100.0,38.92,23.289,191
88,-0.0013,-0.0003,100.0,518.67,642.38,1585.34,1414.19,14.62,21.61,553.43,2388.11,9062.11,1.3,47.56,521.48,2388.07,8146.9,8.4378,0.03,393,2388,100.0,38.78,23.3061,86
67,-0.001,-0.0001,100.0,518.67,642.59,1589.7,1407.57,14.62,21.61,553.56,2388.06,9058.31,1.3,47.49,521.32,2388.11,8139.77,8.406,0.03,393,2388,100.0,38.86,23.222,121
184,-0.0016,0.0002,100.0,518.67,642.72,1584.7,1404.79,14.62,21.61,554.19,2388.1,9064.39,1.3,47.36,521.85,2388.09,8138.3,8.4312,0.03,393,2388,100.0,39.01,23.3585,178
166,-0.0002,0.0004,100.0,518.67,642.64,1591.74,1414.9,14.62,21.61,554.0,2388.07,9128.98,1.3,47.84,521.97,2388.05,8203.99,8.4689,0.03,395,2388,100.0,38.69,23.2631,29
142,0.0026,0.0002,100.0,518.67,642.51,1595.29,1413.42,14.62,21.61,553.11,2388.1,9046.61,1.3,47.59,520.44,2388.18,8124.87,8.4291,0.03,392,2388,100.0,38.71,23.2816,50
148,0.0005,0.0004,100.0,518.67,642.61,1589.48,1405.71,14.62,21.61,553.04,2388.16,9062.91,1.3,47.7,521.42,2388.09,8142.2,8.4784,0.03,391,2388,100.0,38.83,23.3391,135
71,0.0005,0.0005,100.0,518.67,642.71,1590.43,1404.46,14.62,21.61,554.25,2388.04,9065.41,1.3,47.25,521.98,2388.05,8151.44,8.4377,0.03,392,2388,100.0,38.84,23.2443,242
178,0.0055,-0.0003,100.0,518.67,642.63,1591.4,1407.15,14.62,21.61,553.32,2388.08,9069.11,1.3,47.5,520.97,2388.1,8145.42,8.4186,0.03,394,2388,100.0,38.79,23.2364,135
144,0.0003,-0.0005,100.0,518.67,642.58,1593.66,1405.62,14.62,21.61,553.87,2387.99,9091.19,1.3,47.38,521.85,2388.02,8175.2,8.4566,0.03,391,2388,100.0,38.78,23.2728,57
139,0.0014,0.0004,100.0,518.67,642.83,1598.96,1413.41,14.62,21.61,553.1,2388.17,9063.01,1.3,47.76,520.97,2388.15,8139.35,8.4995,0.03,395,2388,100.0,38.74,23.2345,63
111,0.0033,0.0002,100.0,518.67,642.8,1593.61,1415.82,14.62,21.61,553.26,2388.17,9046.03,1.3,47.67,521.47,2388.18,8120.03,8.4459,0.03,394,2388,100.0,38.62,23.1654,77
55,0.0028,0.0005,100.0,518.67,642.75,1593.89,1403.02,14.62,21.61,553.7,2388.05,9049.91,1.3,47.45,521.35,2388.09,8131.35,8.4497,0.03,392,2388,100.0,38.79,23.2812,138
133,-0.0006,0.0004,100.0,518.67,642.81,1595.73,1411.56,14.62,21.61,553.42,2388.15,9048.07,1.3,47.6,520.76,2388.15,8136.7,8.4489,0.03,392,2388,100.0,38.73,23.1438,125
7,0.001,-0.0004,100.0,518.67,642.53,1586.81,1402.28,14.62,21.61,554.69,2387.99,9054.37,1.3,47.39,521.46,2388.0,8132.69,8.4068,0.03,393,2388,100.0,38.86,23.3233,334
162,0.0007,0.0,100.0,518.67,643.31,1588.03,1415.55,14.62,21.61,552.7,2388.11,9092.14,1.3,47.7,520.88,2388.11,8165.3,8.5071,0.03,393,2388,100.0,38.79,23.1656,33
108,-0.0003,0.0,100.0,518.67,643.05,1591.53,1406.39,14.62,21.61,553.7,2388.07,9068.37,1.3,47.52,521.24,2388.06,8149.72,8.481,0.03,393,2388,100.0,38.67,23.2416,66
118,0.0021,-0.0003,100.0,518.67,642.24,1585.84,1395.94,14.62,21.61,552.66,2388.06,9066.11,1.3,47.16,522.47,2388.02,8145.3,8.4615,0.03,393,2388,100.0,38.94,23.3344,96
141,0.0001,0.0003,100.0,518.67,642.26,1592.69,1400.58,14.62,21.61,554.59,2388.02,9066.69,1.3,47.36,522.37,2388.02,8142.65,8.4092,0.03,393,2388,100.0,38.95,23.2781,90
66,0.0019,-0.0003,100.0,518.67,642.88,1585.93,1409.01,14.62,21.61,554.01,2388.1,9045.3,1.3,47.6,521.36,2388.1,8126.94,8.4136,0.03,393,2388,100.0,38.76,23.2017,147
239,-0.0019,0.0003,100.0,518.67,642.69,1587.28,1417.14,14.62,21.61,552.54,2388.14,9075.45,1.3,47.66,520.48,2388.17,8151.56,8.5041,0.03,393,2388,100.0,38.95,23.2493,74
313,0.0009,-0.0003,100.0,518.67,643.57,1599.78,1424.96,14.62,21.61,551.3,2388.29,9074.14,1.3,48.28,520.29,2388.21,8146.04,8.5668,0.03,397,2388,100.0,38.45,23.1288,0
29,0.0023,0.0001,100.0,518.67,641.79,1575.95,1396.08,14.62,21.61,554.18,2388.01,9067.56,1.3,47.06,522.49,2387.99,8143.03,8.4149,0.03,392,2388,100.0,39.05,23.4149,156
311,0.0021,-0.0001,100.0,518.67,643.08,1602.82,1417.41,14.62,21.61,552.62,2388.18,9056.16,1.3,47.85,520.15,2388.21,8134.99,8.4551,0.03,394,2388,100.0,38.69,23.2569,51
13,-0.0008,0.0003,100.0,518.67,643.39,1590.95,1407.04,14.62,21.61,554.46,2388.17,9042.54,1.3,47.63,521.14,2388.13,8134.34,8.504,0.03,394,2388,100.0,38.81,23.3233,245
323,-0.0034,0.0002,100.0,518.67,643.13,1598.09,1428.51,14.62,21.61,551.75,2388.15,9070.76,1.3,48.21,520.26,2388.24,8141.69,8.4715,0.03,396,2388,100.0,38.37,23.1919,13
68,-0.0045,-0.0001,100.0,518.67,642.38,1594.09,1415.21,14.62,21.61,553.81,2388.06,9071.07,1.3,47.32,522.35,2388.0,8150.47,8.3892,0.03,391,2388,100.0,38.99,23.3345,148
223,-0.0002,0.0003,100.0,518.67,643.06,1596.47,1406.28,14.62,21.61,553.91,2388.06,9068.95,1.3,47.62,520.84,2388.12,8152.25,8.4348,0.03,393,2388,100.0,38.84,23.2077,64
